State,City,Locations,Courts
FL,New Port Richey,2,12
FL,Flagler Beach,2,4
FL,Lake Hart,2,8
FL,Bunnell,2,6
FL,Crawfordville,2,4
FL,Melbourne Beach,2,10
FL,Apollo Beach,2,8
FL,Tamarac,2,18
FL,Monticello,2,7
FL,Winter Garden,2,12
FL,Bradenton Beach,2,3
FL,Jacksonville Beach,2,5
FL,Mexico Beach,2,8
FL,Carrabelle,2,10
FL,Neptune Beach,2,12
FL,Longboat Key,2,9
FL,Belle Isle,2,5
FL,Palm City,2,14
FL,Brandon,2,12
FL,St. Cloud,2,11
FL,Avon Park,2,4
FL,Gulf Breeze,2,7
FL,Hobe Sound,2,12
FL,Crestview,2,8
FL,Palm Springs,2,10
FL,Greenacres,2,5
FL,Freeport,2,6
FL,DeLand,2,12
FL,Wilton Manors,2,9
FL,Port St. Joe,2,8
FL,Marco Island,2,23
FL,Seffner,2,10
FL,Rockledge,2,8
FL,West Melbourne,2,5
FL,Pinecrest,2,8
FL,Surfside,2,4
FL,Longwood,2,14
FL,Riverview,2,4
FL,Palmetto Bay,2,4
FL,Crescent City,2,6
FL,Ave Maria,2,22
FL,Key West,2,18
FL,Islamorada,2,7
FL,Safety Harbor,2,9
FL,Dunnellon,2,5
FL,Navarre,2,3
FL,Lake City,1,8
FL,Wauchula,1,2
FL,Nocatee,1,3
FL,Indian Rocks Beach,1,8
FL,St. Augustine South,1,8
FL,Casselberry,1,1
FL,Ocoee,1,7
FL,St. Pete Beach,1,3
FL,Bowling Green,1,2
FL,Wimauma,1,7
FL,Sun Valley,1,3
FL,South Miami,1,1
FL,Webster,1,12
FL,Yulee,1,8
FL,Lake Worth Beach,1,6
FL,Tequesta,1,6
FL,Alachua,1,6
FL,Haines City,1,5
FL,Eustis,1,6
FL,Alford,1,1
FL,Treasure Island,1,5
FL,Ojus,1,4
FL,Royal Palm Isles,1,2
FL,Plantation,1,17
FL,Cutler Bay,1,6
FL,Belleair Beach,1,2
FL,Welaka,1,3
FL,Manatee Road,1,2
FL,Anna Maria,1,6
FL,Osprey,1,2
FL,Tierra Verde,1,4
FL,Holly Hill,1,49
FL,DeBary,1,2
FL,Cleveland,1,12
FL,Riviera Beach,1,2
FL,Miami Springs,1,4
FL,Layton,1,1
FL,College Park,1,2
FL,Live Oak,1,6
FL,World Golf Village,1,2
FL,Lake Park,1,8
FL,Valparaiso,1,6
FL,St. Pete Beach,1,3
FL,Homestead Base,1,5
FL,Holmes Beach,1,2
FL,Holiday,1,6
FL,Florahome,1,2
FL,Jensen Beach,1,4
FL,Milton,1,6
FL,Hernando,1,8
FL,Lake Alfred,1,2
FL,Middleton,1,2
FL,Weeki Wachee,1,3
FL,Inverness,1,3
FL,Valrico,1,2
FL,Montverde,1,4
FL,Bal Harbour,1,4
FL,Clewiston,1,4
FL,Piney Point,1,3
FL,Parrish,1,8
FL,Fruit Cove,1,6
FL,Ponte Vedra,1,3
FL,Fort Denaud,1,8
FL,High Springs,1,4
FL,Lauderhill,1,4
FL,Moore Haven,1,6
FL,Lynn Haven,1,10
FL,Conrock,1,6
FL,Homosassa,1,4
FL,Belleair,1,3
FL,Donner,1,2
FL,Indian Harbour Beach,1,2
FL,Zellwood,1,4
FL,Lake Panasoffkee,1,2
FL,Cape Canaveral,1,6
FL,Middleburg,1,2
FL,Port St. Joe,1,4
FL,Pomona Park,1,1
FL,Alva,1,4
FL,Weirsdale,1,4
FL,Ponce Inlet,1,4
FL,St. George Island,1,1
FL,Bartow,1,12
FL,Trinity,1,4
FL,Odessa,1,4
FL,North Miami,1,2
FL,Miami Lakes,1,4
FL,Sunbeam,1,3
FL,Starke,1,1
FL,DeFuniak Springs,1,2
FL,Rotonda,1,8
FL,Belleview,1,2
FL,Davie,1,6
FL,Temple Terrace,1,6
FL,Pebble Creek,1,3
FL,Orange Home,1,6
FL,Williston,1,4
FL,North River Shores,1,6
FL,Apopka,1,9
FL,Miami Shores,1,6
FL,Lighthouse Point,1,4
FL,Cedar Key,1,2
FL,Marathon,1,8
FL,Lake Buena Vista,1,1
FL,Indiantown,1,1
FL,Lantana,1,2
FL,Westlake,1,8
FL,East Naples,1,12
FL,Deltona,1,4
FL,Key Biscayne,1,4
FL,Brickell Hammock,1,1
FL,Fort McCoy,1,4
FL,Perry,1,2
FL,Cypress Lake,1,2
FL,LaBelle,1,1
FL,Gibsonton,1,3
FL,Fleming Island,1,2
FL,Auburndale,1,8
FL,Ferry Pass,1,7
FL,South Daytona,1,2
FL,Acline,1,3
FL,Windermere,1,2
FL,Indian River Shores,1,6
FL,Edgewater,1,4
FL,Inglis,1,2
FL,Citrus Springs,1,1
FL,Sunrise,1,10
FL,Connerton,1,6
FL,North Redington Beach,1,2
FL,Aventura,1,5
FL,Key Colony Beach,1,4
FL,Lakewood Ranch,1,4
FL,San Antonio,1,2
FL,Sampson,1,3
FL,Callaway,1,2
FL,Margate,1,4
GA,Atlanta,44,193
GA,Marietta,16,56
GA,Alpharetta,11,41
GA,Athens,11,56
GA,Augusta,11,54
GA,Savannah,11,66
GA,Canton,10,44
GA,Cumming,9,36
GA,Suwanee,9,38
GA,Brunswick,7,24
GA,Carrollton,7,21
GA,Cartersville,7,34
GA,Macon,7,125
GA,Roswell,7,36
GA,Columbus,6,19
GA,Decatur,6,27
GA,Sandy Springs,6,35
GA,Duluth,5,25
GA,Gainesville,5,25
GA,Kennesaw,5,23
GA,Powder Springs,5,12
GA,Rome,5,34
GA,Stockbridge,5,18
GA,Thomasville,5,21
GA,United States,5,33
GA,Valdosta,5,27
GA,Woodstock,5,22
GA,Acworth,4,12
GA,Albany,4,13
GA,Dahlonega,4,16
GA,Dublin,4,23
GA,Eatonton,4,14
GA,Greensboro,4,32
GA,Johns Creek,4,11
GA,Lawrenceville,4,20
GA,Moultrie,4,32
GA,Peachtree City,4,16
GA,Tybee Island,4,8
GA,Bainbridge,3,22
GA,Bogart,3,16
GA,Covington,3,16
GA,Dacula,3,20
GA,Douglasville,3,10
GA,Dunwoody,3,14
GA,Ellijay,3,21
GA,Evans,3,10
GA,Fayetteville,3,6
GA,Griffin,3,47
GA,Hephzibah,3,6
GA,Jasper,3,17
GA,Loganville,3,15
GA,Martinez,3,12
GA,Monroe,3,11
GA,Newnan,3,20
GA,Norcross,3,34
GA,Pooler,3,8
GA,Saint Simons Island,3,7
GA,Stone Mountain,3,9
GA,Villa Rica,3,16
GA,Warner Robins,3,8
GA,Bishop,2,7
GA,Blue Ridge,2,14
GA,Buford,2,25
GA,Clarkesville,2,18
GA,Dallas,2,8
GA,Dalton,2,26
GA,Dawsonville,2,6
GA,East Point,2,12
GA,Flowery Branch,2,9
GA,Hartwell,2,16
GA,Hiawassee,2,18
GA,Hillside Cottages,2,6
GA,Hoschton,2,29
GA,Jefferson,2,8
GA,Jonesboro,2,9
GA,Kingsland,2,11
GA,LaFayette,2,6
GA,LaGrange,2,16
GA,Ringgold,2,11
GA,Smyrna,2,8
GA,Statesboro,2,16
GA,Stonecrest,2,9
GA,St. Simons Island,2,12
GA,Sugar Hill,2,10
GA,Thomson,2,7
GA,Tifton,2,14
GA,Tyrone,2,12
GA,Watkinsville,2,10
GA,Waycross,2,4
GA,Waynesboro,2,12
GA,Winder,2,9
GA,Woodbine,2,2
GA,Adairsville,1,1
GA,Alma,1,2
GA,Avondale Estates,1,4
GA,Ball Ground,1,4
GA,Bethlehem,1,3
GA,Between,1,4
GA,Big Creek,1,4
GA,Blairsville,1,8
GA,Bona Bella,1,3
GA,Bonaire,1,12
GA,Braselton,1,4
GA,Brookhaven,1,2
GA,Brownsville,1,3
GA,Calhoun,1,8
GA,Cataula,1,2
GA,Chamblee,1,3
GA,Chatsworth,1,4
GA,Chestatee,1,4
GA,Clarkston,1,4
GA,Cleveland,1,9
GA,Coal Mountain,1,1
GA,Cochran,1,13
GA,College Park,1,4
GA,Conyers,1,1
GA,Darien,1,3
GA,Davisboro,1,1
GA,Dillard,1,3
GA,Doraville,1,4
GA,Douglas,1,2
GA,Dudley,1,3
GA,Ellaville,1,2
GA,Emerson,1,2
GA,Euharlee,1,8
GA,Five Forks,1,2
GA,Fort Oglethorpe,1,12
GA,Glennville,1,2
GA,Gray,1,14
GA,Grayson,1,3
GA,Grovetown,1,3
GA,Hamilton,1,6
GA,Hampton,1,3
GA,Hapeville,1,2
GA,Harlem,1,2
GA,Hoboken,1,2
GA,Jesup,1,2
GA,Lilburn,1,4
GA,Lindale,1,2
GA,Mableton,1,2
GA,Madison,1,6
GA,McDonough,1,4
GA,Milledgeville,1,20
GA,Milton,1,7
GA,Monticello,1,6
GA,Mount Berry,1,8
GA,Oakwood,1,4
GA,Patterson,1,2
GA,Peachtree Corners,1,8
GA,Perry,1,4
GA,Reynolds,1,2
GA,Riverdale,1,2
GA,Rockmart,1,3
GA,Rutledge,1,2
GA,Spout Spring Crossroads,1,9
GA,Springfield,1,2
GA,Statham,1,4
GA,Swainsboro,1,4
GA,Sylvania,1,2
GA,Thomaston,1,4
GA,Thompsons Mill,1,6
GA,Tiger,1,9
GA,Toccoa,1,9
GA,Trenton,1,2
GA,Tucker,1,6
GA,Vidalia,1,4
GA,Waleska,1,5
GA,Warm Springs,1,2
GA,Winterville,1,2
GA,Wrens,1,2
GA,Young Harris,1,3
HI,Honolulu,29,91
HI,Koloa,9,36
HI,Ewa Beach,5,18
HI,Hilo,5,19
HI,Lahaina,5,18
HI,Waimea,4,18
HI,Waipahu,4,5
HI,Aiea,3,9
HI,Kailua,3,15
HI,Kailua-Kona,3,45
HI,Kalaoa,3,7
HI,Mililani,3,13
HI,Kahuku,2,7
HI,Kalaheo,2,8
HI,Kapaa,2,5
HI,Kapolei,2,3
HI,Kihei,2,8
HI,Kula,2,6
HI,Lanai City,2,6
HI,Lihue,2,7
HI,Haleiwa,1,2
HI,Hanalei,1,2
HI,Hanapepe,1,4
HI,Honokaa,1,4
HI,Kahului,1,3
HI,Kaneohe,1,2
HI,Kapaau,1,2
HI,Kaunakakai,1,2
HI,Kekaha,1,4
HI,Kilauea,1,3
HI,Makawao,1,3
HI,Maunaloa,1,2
HI,Mountain View,1,2
HI,Paia,1,6
HI,Pearl City,1,1
HI,Princeville,1,6
HI,Schofield Barracks,1,4
HI,WaiÊ»aka,1,4
HI,Waialua,1,4
HI,Waikoloa Village,1,4
HI,Waimanalo,1,6
ID,Boise,24,87
ID,Meridian,12,83
ID,Coeur d'Alene,10,50
ID,Nampa,10,50
ID,Post Falls,7,35
ID,McCall,6,19
ID,Caldwell,5,15
ID,Hailey,5,26
ID,Idaho Falls,5,22
ID,Pocatello,5,18
ID,Bonners Ferry,4,7
ID,Lewiston,4,22
ID,Sandpoint,4,25
ID,Twin Falls,4,20
ID,Donnelly,3,11
ID,Ketchum,3,19
ID,Mountain Home,3,4
ID,Rexburg,3,12
ID,Cascade,2,3
ID,Driggs,2,8
ID,Eagle,2,16
ID,Filer,2,4
ID,Hayden,2,10
ID,Middleton,2,7
ID,New Meadows,2,7
ID,Parma,2,5
ID,Rathdrum,2,5
ID,Rigby,2,8
ID,Rupert,2,12
ID,Star,2,10
ID,Blanchard,1,6
ID,Burley,1,12
ID,Chubbuck,1,4
ID,Clark Fork,1,2
ID,Coolin,1,1
ID,Downey,1,2
ID,Fruitland,1,2
ID,Garden City,1,8
ID,Garden Valley,1,3
ID,Gooding,1,6
ID,Hansen,1,2
ID,Hope,1,1
ID,Kellogg,1,4
ID,Kuna,1,4
ID,Lamb Creek,1,1
ID,Lava Hot Springs,1,2
ID,Marsing,1,2
ID,Moscow,1,4
ID,North Fork,1,1
ID,Ponderay,1,2
ID,Salmon,1,2
ID,Stanley,1,2
ID,Victor,1,1
IL,Chicago,66,285
IL,Naperville,14,95
IL,Northbrook,10,34
IL,Skokie,10,36
IL,Evanston,9,26
IL,Peoria,9,38
IL,Arlington Heights,9,33
IL,Bloomington,8,34
IL,Champaign,8,25
IL,Decatur,7,30
IL,Springfield,7,52
IL,Mount Prospect,6,32
IL,Oak Park,6,24
IL,Hoffman Estates,6,28
IL,United States,6,22
IL,Schaumburg,6,30
IL,Palatine,6,36
IL,Aurora,5,32
IL,Normal,5,27
IL,Vernon Hills,5,36
IL,Rock Island,5,15
IL,Edwardsville,5,29
IL,Mundelein,5,22
IL,Frankfort,5,19
IL,Algonquin,5,22
IL,Moline,5,22
IL,Buffalo Grove,5,20
IL,Ottawa,4,13
IL,Belleville,4,13
IL,St. Charles,4,11
IL,Park Ridge,4,19
IL,Burr Ridge,4,10
IL,Freeport,4,21
IL,Prospect Heights,4,11
IL,Glenview,4,21
IL,Quincy,4,26
IL,Libertyville,4,26
IL,O'Fallon,4,19
IL,Woodridge,4,25
IL,Wheaton,4,28
IL,Gurnee,4,13
IL,Des Plaines,4,23
IL,Elburn,3,18
IL,Oak Brook,3,11
IL,Niles,3,11
IL,Crystal Lake,3,11
IL,East Moline,3,7
IL,Deerfield,3,14
IL,Warrenville,3,7
IL,Western Springs,3,18
IL,Dixon,3,18
IL,Lansing,3,12
IL,Marion,3,10
IL,Woodstock,3,13
IL,Savoy,3,10
IL,Westmont,3,10
IL,Grayslake,3,7
IL,Greenville,3,4
IL,Elmhurst,3,10
IL,Highland Park,3,33
IL,Glen Ellyn,3,10
IL,Urbana,3,11
IL,Riverside,3,7
IL,Galesburg,3,13
IL,Winfield,3,7
IL,Geneseo,3,12
IL,Alton,3,10
IL,Mattoon,3,11
IL,Hinsdale,3,10
IL,Mokena,3,15
IL,Lindenhurst,3,6
IL,Loves Park,3,27
IL,Elk Grove Village,3,10
IL,Wheeling,3,20
IL,Oak Lawn,3,9
IL,Huntley,3,15
IL,Downers Grove,3,14
IL,Lake Bluff,2,13
IL,Belvidere,2,9
IL,Lake Zurich,2,5
IL,West Dundee,2,7
IL,Wood Dale,2,7
IL,Plainfield,2,15
IL,New Lenox,2,6
IL,Rockton,2,10
IL,Willowbrook,2,13
IL,Carlyle,2,7
IL,Litchfield,2,4
IL,Homer Glen,2,5
IL,Palos Heights,2,4
IL,Kankakee,2,7
IL,Chillicothe,2,6
IL,Romeoville,2,7
IL,Villa Park,2,10
IL,St. Charles,2,9
IL,Lombard,2,5
IL,Barrington,2,9
IL,Silvis,2,4
IL,Moweaqua,2,6
IL,Medinah,2,5
IL,Lena,2,2
IL,Morrison,2,8
IL,Fairview Heights,2,8
IL,McHenry,2,4
IL,Westchester,2,6
IL,Peru,2,7
IL,Carol Stream,2,8
IL,Joliet,2,4
IL,Hillsboro,2,5
IL,Sterling,2,12
IL,Morris,2,7
IL,Lake Forest,2,10
IL,Collinsville,2,8
IL,Jacksonville,2,11
IL,Elgin,2,13
IL,Rockford,2,18
IL,Bartlett,2,3
IL,Charleston,2,6
IL,Montgomery,2,8
IL,Rolling Meadows,2,4
IL,Morton,2,8
IL,DeKalb,2,6
IL,La Grange,2,6
IL,Glencoe,2,9
IL,Columbia,2,7
IL,Lockport,2,18
IL,Salem,1,2
IL,Melrose Park,1,2
IL,Shannon,1,1
IL,West Salem,1,2
IL,Countryside,1,2
IL,Dahinda,1,4
IL,Bensenville,1,2
IL,Vandalia,1,1
IL,Fosterburg,1,16
IL,Fairfield,1,2
IL,Steeleville,1,2
IL,Zion,1,4
IL,Robinson,1,4
IL,Morton Grove,1,4
IL,Homewood,1,4
IL,Northfield,1,6
IL,Darien,1,8
IL,Byron,1,6
IL,Addison,1,7
IL,Streator,1,2
IL,Lincolnshire,1,8
IL,Venice,1,2
IL,Pittsfield,1,3
IL,Scott Air Force Base,1,3
IL,Pekin,1,18
IL,Prophetstown,1,2
IL,West Chicago,1,6
IL,Mount Carmel,1,6
IL,Canton,1,3
IL,Winnetka,1,2
IL,Carterville,1,3
IL,Evergreen Park,1,2
IL,Geneva,1,4
IL,Olney,1,8
IL,Lisle,1,2
IL,Mapleton,1,1
IL,Rosemont,1,4
IL,Cottage Hills,1,3
IL,Crest Hill,1,6
IL,Cazenovia,1,1
IL,Pinckneyville,1,4
IL,Villa Grove,1,2
IL,Carbondale,1,8
IL,Maryville,1,2
IL,Sycamore,1,3
IL,Macomb,1,2
IL,Batavia,1,3
IL,Granite City,1,6
IL,Streamwood,1,2
IL,Union,1,3
IL,West Frankfort,1,1
IL,Monmouth,1,2
IL,Orland Park,1,3
IL,Big Rock,1,2
IL,Brookfield,1,4
IL,Taylorville,1,2
IL,Mount Zion,1,2
IL,Forest Park,1,6
IL,Staunton,1,4
IL,Oregon,1,4
IL,Hanna City,1,2
IL,Du Quoin,1,2
IL,Rantoul,1,4
IL,Chicago Ridge,1,6
IL,Shorewood,1,6
IL,Wilmette,1,6
IL,Hanover Park,1,10
IL,Long Grove,1,2
IL,Monticello,1,2
IL,Carthage,1,4
IL,Winnebago,1,2
IL,Washington,1,4
IL,Valley View,1,4
IL,Metropolis,1,2
IL,Murphysboro,1,4
IL,North Aurora,1,2
IL,Franklin Park,1,3
IL,Godfrey,1,8
IL,Poplar Grove,1,2
IL,Antioch,1,2
IL,Centralia,1,6
IL,Mackinaw,1,2
IL,Riverwoods,1,1
IL,Waukegan,1,6
IL,Washburn,1,4
IL,Troy,1,2
IL,Lyndon,1,2
IL,Beach Park,1,2
IL,Cerro Gordo,1,2
IL,Lemont,1,6
IL,East Alton,1,3
IL,Bellwood,1,2
IL,Cherry Valley,1,4
IL,East Peoria,1,4
IL,Danville,1,2
IL,Forest View,1,2
IL,South Beloit,1,3
IL,Mount Carroll,1,4
IL,Havana,1,2
IL,Red Bud,1,4
IL,Bloomingdale,1,3
IL,Crete,1,6
IL,Winthrop Harbor,1,4
IL,Anna,1,5
IL,Rochelle,1,5
IL,Sandwich,1,2
IL,Bluffs,1,2
IL,Lake Barrington,1,12
IL,Warrenhurst,1,1
IL,Tremont,1,2
IL,Coal Valley,1,2
IL,Pontiac,1,3
IL,West Peoria,1,3
IL,New Baden,1,2
IL,Hillside,1,3
IL,Aledo,1,1
IL,Elmwood,1,2
IL,Riverton,1,3
IL,Williamsville,1,2
IL,Hennepin,1,2
IL,Carpentersville,1,2
IL,Hillsdale,1,2
IL,Wauconda,1,2
IL,Tinley Park,1,2
IL,Palos Park,1,2
IL,Harrisburg,1,4
IL,Youngsdale,1,3
IL,Willow Springs,1,3
IL,La Grange Park,1,3
IL,Le Roy,1,3
IL,Lincoln,1,2
IL,Glen Carbon,1,6
IL,Stockton,1,1
IL,Channahon,1,6
IL,Chatham,1,16
IL,Clinton,1,6
IL,Oakbrook Terrace,1,4
IL,Kildeer,1,4
IL,South Holland,1,4
IL,Lebanon,1,2
IL,Galena,1,2
IL,Georgetown,1,1
IL,Durand,1,2
IL,Sesser,1,4
IL,Davis,1,6
IN,Indianapolis,36,162
IN,Fort Wayne,30,144
IN,Carmel,11,44
IN,Evansville,9,54
IN,Lafayette,8,39
IN,Bloomington,8,28
IN,Fishers,8,43
IN,Valparaiso,7,15
IN,Anderson,6,25
IN,Greenwood,6,43
IN,Zionsville,6,20
IN,Crown Point,6,17
IN,Columbus,6,32
IN,Bluffton,5,13
IN,Noblesville,5,30
IN,Franklin,5,27
IN,Muncie,5,10
IN,Lebanon,4,27
IN,Mishawaka,4,38
IN,South Bend,4,22
IN,Westfield,4,8
IN,Terre Haute,4,33
IN,Frankfort,4,14
IN,Elkhart,4,14
IN,Avon,4,12
IN,Shelbyville,4,15
IN,Hobart,4,8
IN,Syracuse,4,11
IN,Whiting,3,8
IN,Jeffersonville,3,12
IN,West Lafayette,3,16
IN,Brownsburg,3,12
IN,Marion,3,10
IN,Kokomo,3,13
IN,Hammond,3,17
IN,Greensburg,3,7
IN,Richmond,3,13
IN,Lawrenceburg,3,4
IN,Munster,2,4
IN,Clarksville,2,14
IN,Sellersburg,2,12
IN,Warren,2,5
IN,Crawfordsville,2,6
IN,Madison,2,9
IN,Vincennes,2,8
IN,Seymour,2,7
IN,La Porte,2,12
IN,Griffith,2,10
IN,Howe,2,6
IN,West Baden Springs,2,6
IN,Logansport,2,5
IN,Warsaw,2,11
IN,Pendleton,2,8
IN,Martinsville,2,6
IN,Danville,2,8
IN,Angola,2,6
IN,Brookville,2,14
IN,Bristol,2,12
IN,Batesville,2,4
IN,Whitestown,2,6
IN,Winamac,2,8
IN,Greenfield,2,8
IN,Huntington,2,5
IN,Ossian,2,4
IN,Jasper,2,12
IN,New Albany,2,9
IN,Tell City,2,5
IN,Plymouth,2,12
IN,Plainfield,2,16
IN,Silver Lake,1,4
IN,Monticello,1,6
IN,Michigan City,1,1
IN,Cicero,1,7
IN,Bremen,1,6
IN,Greencastle,1,6
IN,Cayuga,1,3
IN,Hamilton,1,6
IN,Centerville,1,1
IN,Frances,1,4
IN,Fremont,1,2
IN,Tipton,1,3
IN,De Motte,1,4
IN,Rising Sun,1,5
IN,Otterbein,1,1
IN,Georgetown,1,1
IN,Beech Grove,1,2
IN,Huntertown,1,6
IN,Kirklin,1,4
IN,Bargersville,1,8
IN,Greendale,1,1
IN,Goshen,1,8
IN,Garrett,1,2
IN,Middlebury,1,3
IN,Elwood,1,3
IN,Portage,1,2
IN,Vevay,1,3
IN,Salem,1,2
IN,Yorktown,1,2
IN,Nashville,1,2
IN,Corydon,1,2
IN,United States,1,3
IN,Laurel,1,3
IN,Connersville,1,8
IN,Winfield,1,1
IN,New Castle,1,3
IN,Sullivan,1,6
IN,Aurora,1,3
IN,Dyer,1,2
IN,North Webster,1,7
IN,Lake Station,1,6
IN,Ligonier,1,2
IN,Pittsboro,1,3
IN,Woodburn,1,8
IN,Schererville,1,2
IN,Emma,1,2
IN,Chesterton,1,4
IN,Fortville,1,6
IN,Portland,1,7
IN,Rochester,1,2
IN,Granger,1,4
IN,Ellettsville,1,3
IN,Auburn,1,8
IN,North Vernon,1,2
IN,Walkerton,1,1
IN,Memphis,1,8
IN,Linton,1,2
IN,Columbia City,1,3
IN,Knox,1,6
IN,Peru,1,4
IN,Union City,1,3
IN,Elizabethtown,1,18
IN,Wolcottville,1,2
IN,New Britton,1,2
IA,Des Moines,20,69
IA,West Des Moines,13,39
IA,Cedar Rapids,12,55
IA,Davenport,10,28
IA,Ankeny,9,39
IA,Council Bluffs,7,19
IA,Ames,7,32
IA,Bettendorf,6,37
IA,Fairfield,5,19
IA,Urbandale,4,11
IA,Grinnell,4,18
IA,Sioux City,4,18
IA,Clive,4,20
IA,Eldridge,4,19
IA,Johnston,4,12
IA,Iowa City,4,16
IA,Waterloo,4,14
IA,Cedar Falls,4,16
IA,Spirit Lake,3,9
IA,Clinton,3,20
IA,Hiawatha,3,8
IA,Marshalltown,3,11
IA,Clear Lake,3,13
IA,Norwalk,3,8
IA,Coralville,3,19
IA,Mason City,3,14
IA,Pella,3,18
IA,Altoona,3,6
IA,Mount Pleasant,3,10
IA,Panora,3,6
IA,Muscatine,3,10
IA,Marion,3,14
IA,Dubuque,3,17
IA,Vinton,2,8
IA,Waukee,2,10
IA,Le Mars,2,7
IA,Keokuk,2,11
IA,Clarinda,2,5
IA,Hampton,2,6
IA,North Liberty,2,11
IA,Boone,2,8
IA,Dyersville,2,5
IA,Solon,2,4
IA,Le Claire,2,5
IA,Huxley,2,6
IA,Glenwood,2,8
IA,Burlington,2,8
IA,Indianola,2,3
IA,Garner,2,6
IA,DeWitt,2,9
IA,Newton,2,7
IA,Pleasant Hill,2,13
IA,Fort Madison,2,8
IA,Conrad,2,4
IA,Asbury,2,4
IA,Aurelia,1,1
IA,Waukon,1,3
IA,Allison,1,1
IA,Charles City,1,2
IA,Arnolds Park,1,4
IA,Sigourney,1,2
IA,University Park,1,2
IA,Bondurant,1,3
IA,Lake Park,1,3
IA,Beaman,1,2
IA,Neola,1,2
IA,Tiffin,1,2
IA,Estherville,1,4
IA,Mount Vernon,1,2
IA,Creston,1,4
IA,Sheldon,1,2
IA,Grundy Center,1,2
IA,Oskaloosa,1,3
IA,Manning,1,2
IA,Carroll,1,5
IA,Polk City,1,1
IA,Washington,1,3
IA,Perry,1,3
IA,Atlantic,1,4
IA,Kalona,1,4
IA,Belmond,1,4
IA,Adel,1,2
IA,Ida Grove,1,4
IA,Rock Falls,1,1
IA,Decorah,1,2
IA,Red Oak,1,2
IA,Coon Rapids,1,1
IA,Salix,1,2
IA,Emmetsburg,1,1
IA,Story City,1,4
IA,Calmar,1,1
IA,Okoboji,1,4
IA,Orange City,1,2
IA,Correctionville,1,2
IA,Grimes,1,3
IA,Steamboat Rock,1,4
IA,Lake Mills,1,4
IA,Sergeant Bluff,1,4
IA,Wellman,1,8
IA,Columbus Junction,1,2
IA,Cresco,1,6
IA,Monticello,1,4
KS,Wichita,34,158
KS,Overland Park,16,77
KS,Topeka,12,66
KS,Manhattan,7,22
KS,Andover,5,18
KS,Hutchinson,5,12
KS,Lawrence,5,46
KS,Lenexa,5,17
KS,Olathe,5,11
KS,Derby,3,10
KS,Leavenworth,3,11
KS,Leawood,3,20
KS,Mulvane,3,7
KS,Prairie Village,3,14
KS,Shawnee,3,8
KS,Valley Center,3,4
KS,Winfield,3,6
KS,Bel Aire,2,12
KS,El Dorado,2,7
KS,Emporia,2,10
KS,Goddard,2,16
KS,Great Bend,2,7
KS,Hays,2,8
KS,Iola,2,10
KS,Merriam,2,5
KS,Mission,2,9
KS,Newton,2,5
KS,Ottawa,2,6
KS,Pittsburg,2,7
KS,Salina,2,13
KS,Tonganoxie,2,4
KS,Wamego,2,12
KS,Abilene,1,1
KS,Arkansas City,1,2
KS,Augusta,1,2
KS,Baxter Springs,1,4
KS,Bonner Springs,1,3
KS,Clay Center,1,1
KS,Coffeyville,1,2
KS,Columbus,1,7
KS,Council Grove,1,2
KS,De Soto,1,3
KS,Fairway,1,2
KS,Fort Leavenworth,1,2
KS,Gardner,1,2
KS,Glasco,1,1
KS,Gridley,1,2
KS,Haven,1,3
KS,Haysville,1,2
KS,Hill City,1,3
KS,Hillsboro,1,4
KS,Independence,1,2
KS,Junction City,1,3
KS,Kansas City,1,4
KS,Lackmans,1,1
KS,La Harpe,1,2
KS,Lake Quivira,1,6
KS,Louisburg,1,3
KS,McPherson,1,2
KS,Moundridge,1,6
KS,Mount Vernon,1,2
KS,Osawatomie,1,3
KS,Overbrook,1,6
KS,Park City,1,3
KS,Plainville,1,2
KS,Prairie View,1,1
KS,Pratt,1,2
KS,Sabetha,1,1
KS,Saint John,1,6
KS,Seneca,1,2
KS,Spring Hill,1,4
KS,Stockton,1,1
KS,Udall,1,1
KS,Winona,1,2
KY,Louisville,26,122
KY,Lexington,20,106
KY,Owensboro,12,58
KY,Bowling Green,8,37
KY,Paducah,7,26
KY,Ashland,6,23
KY,Elizabethtown,5,25
KY,Florence,4,23
KY,Frankfort,4,13
KY,Henderson,4,18
KY,Hopkinsville,4,14
KY,La Grange,4,9
KY,Madisonville,4,21
KY,Calvert City,3,8
KY,Crestwood,3,6
KY,Jeffersontown,3,6
KY,Maysville,3,9
KY,Richmond,3,7
KY,Springfield,3,7
KY,Albany,2,3
KY,Alexandria,2,5
KY,Cold Spring,2,12
KY,Corbin,2,5
KY,Crestview Hills,2,19
KY,Fort Thomas,2,12
KY,Independence,2,5
KY,Louisa,2,4
KY,Pikeville,2,7
KY,Prospect,2,10
KY,Shelbyville,2,6
KY,Alvaton,1,5
KY,Augusta,1,4
KY,Benton,1,3
KY,Buckner,1,3
KY,Campbellsville,1,6
KY,Cave City,1,4
KY,Covington,1,2
KY,Danville,1,6
KY,Eddyville,1,2
KY,Erlanger,1,6
KY,Ewing,1,4
KY,Fort Knox,1,1
KY,Fort Mitchell,1,8
KY,Franklin,1,4
KY,Georgetown,1,1
KY,Gilbertsville,1,1
KY,Greenville,1,4
KY,Hebron Estates,1,4
KY,Hodgenville,1,1
KY,Lawrenceburg,1,3
KY,Lexington Manor,1,1
KY,London,1,4
KY,Midway,1,3
KY,Morgantown,1,6
