Tournament Name,Status,Players,City,State,Raw Start Date,Start Date,is_large_tournament,is_major_tournament
2024 NH Lakes Region Pickleball Tournament,Completed,383,Wolfeboro,NH,"Sep 5, 2024",2024-09-05,True,False
2024 4th Annual Rogue Rotary Pickleball Fest by PIG,Completed,182,Medford,OR,"Sep 5, 2024",2024-09-05,False,False
4th Annual North Idaho Shootout by PIG,Completed,302,Post Falls,ID,"Sep 5, 2024",2024-09-05,True,False
"""Midwest Regional Senior Championships (50+) AND Twin City Invitational (All Ages) - $3,000 Prize""",Completed,84,Festus,MO,"Sep 5, 2024",2024-09-05,False,False
Tennessee Soybean Festival Pickleball Palooza,Completed,71,Martin,TN,"Sep 2, 2024",2024-09-02,False,False
2024 New Philadelphia Pickleball Open,Completed,57,New Philadelphia,OH,"Sep 1, 2024",2024-09-01,False,False
Tamarack Pickleball on Clay 2nd Tournament,Completed,10,Easton,NH,"Sep 1, 2024",2024-09-01,False,False
ALL VALLEY Pickleball CHAMPIONSHIPS,Completed,79,Beacon Falls,CT,"Sep 1, 2024",2024-09-01,False,False
Austin Summer Slam by Texas Ranchers X Zero Zero Fun - Indoors at Lost Pines,Completed,18,Bastrop,TX,"Sep 1, 2024",2024-09-01,False,False
Labor Day Pickleball Tournament at Ewa Mahiko,Completed,147,Ewa Beach,HI,"Aug 31, 2024",2024-08-31,False,False
Poway Classic,Completed,31,Poway,CA,"Aug 31, 2024",2024-08-31,False,False
Cosmic Hamlet Open 2024,Completed,105,Homer,AK,"Aug 31, 2024",2024-08-31,False,False
2024 Puttin' on the Dink @ Mountain Park Racquet & Fitness Club by PIG,Completed,48,Lake Oswego,OR,"Aug 31, 2024",2024-08-31,False,False
2024 Pickleball in the Park by PIG,Completed,235,Walla Walla,WA,"Aug 31, 2024",2024-08-31,False,False
ABQ Pickleball Club Labor Day CLassic 2024,Completed,160,Albuquerque,NM,"Aug 31, 2024",2024-08-31,False,False
Life Time Frisco Summer Slam Tournament,Completed,85,Frisco,TX,"Aug 31, 2024",2024-08-31,False,False
Labor Day Invitational - Alabama State Championship,Completed,129,Huntsville,AL,"Aug 31, 2024",2024-08-31,False,False
Oasis Labor Day Bash by PIG,Completed,82,Rockwall,TX,"Aug 31, 2024",2024-08-31,False,False
Blue Berry Paddle Battle '24,Completed,140,Plymouth,IN,"Aug 31, 2024",2024-08-31,False,False
Triple Threat Pickleball @ NABA Intercity 2024,Completed,90,National Harbor,MD,"Aug 31, 2024",2024-08-31,False,False
Life Time Dublin Advanced Tournament Series III,Completed,55,Dublin,OH,"Aug 31, 2024",2024-08-31,False,False
Jumbo's Pickleball Dink&Scoop Tournament,Completed,14,Beaverton,OR,"Aug 31, 2024",2024-08-31,False,False
Waynesburg Labor Day Weekend Pickleball Tournament,Completed,51,Waynesburg,PA,"Aug 31, 2024",2024-08-31,False,False
Fruits of Our Labor,Completed,84,Tipp City,OH,"Aug 31, 2024",2024-08-31,False,False
Lifetime Showdown Round Robin Tournament,Completed,18,Westminster,CO,"Aug 31, 2024",2024-08-31,False,False
2024 Senior Summer Classic @ rt.12,Completed,7,West Boylston,MA,"Aug 31, 2024",2024-08-31,False,False
NWA Pickleball Labor Day Beltway Bash 2024,Completed,16,Bentonville,AR,"Aug 31, 2024",2024-08-31,False,False
Southern Nights at Southern Hills,Completed,80,Shreveport,LA,"Aug 31, 2024",2024-08-31,False,False
Pickleball & Pearls,Completed,40,Missouri City,TX,"Aug 30, 2024",2024-08-30,False,False
USSP 2024 Southeastern Zone Championship,Completed,166,Hoschton,GA,"Aug 30, 2024",2024-08-30,False,False
Patriots and Paddles Pickleball Bash,Completed,166,Rainsville,AL,"Aug 30, 2024",2024-08-30,False,False
Asheville Paddle Battle,Completed,141,Asheville,NC,"Aug 30, 2024",2024-08-30,False,False
Kapalua Labor Day Classic,Completed,166,Lahaina,HI,"Aug 30, 2024",2024-08-30,False,False
Pace Pickleball Labor Day Classic (INDOORS),Completed,233,Katy,TX,"Aug 30, 2024",2024-08-30,False,False
RANDOLPH HOT SLAM,Completed,2,Randolph,NJ,"Aug 30, 2024",2024-08-30,False,False
"""2024 Bay Area Encore Senior Games Fall Classic by PIG (Qualifier for 2025 NSGA in Des Moines, IA)""",Completed,352,Palo Alto,CA,"Aug 30, 2024",2024-08-30,True,False
Sierra Sport & Racquet Club Fresno City Pickleball Championships,Completed,161,Fresno,CA,"Aug 30, 2024",2024-08-30,False,False
2024 Bremerton Blackberry Blast,Completed,212,Bremerton,WA,"Aug 30, 2024",2024-08-30,False,False
Compass Hotel by Margaritaville Anna Maria Sound Florida Summer Smash,Completed,358,Bradenton,FL,"Aug 30, 2024",2024-08-30,True,False
Maryland Open,Completed,456,Finksburg,MD,"Aug 29, 2024",2024-08-29,True,False
2024 Florida State Championships - UPA by Southern Pickleball,Completed,318,Cape Coral,FL,"Aug 28, 2024",2024-08-28,True,False
APP Tour: Zimmer Biomet Chicago Open,Completed,910,Highland Park,IL,"Aug 27, 2024",2024-08-27,True,False
PPA Tour: Las Vegas Pickleball Cup,Completed,1154,Las Vegas,NV,"Aug 26, 2024",2024-08-26,True,True
Wolverine Pickleball Smashing Summer Series - 3.5+Singles,Completed,13,Ann Arbor,MI,"Aug 25, 2024",2024-08-25,False,False
Fridley Summer Tournament Series-2-3 and 3-3.5 DUPR Coed Singles,Completed,25,Fridley,MN,"Aug 25, 2024",2024-08-25,False,False
Westborough Connects Fundraiser,Completed,181,Westborough,MA,"Aug 25, 2024",2024-08-25,False,False
The HUB DUPR Summer Tournament Multi-Single Day Events - Sign up on CourtReserve,Completed,25,Campbell,CA,"Aug 24, 2024",2024-08-24,False,False
Nikkei Games 6th Annual Pickleball Tournament,Completed,159,Tustin,CA,"Aug 24, 2024",2024-08-24,False,False
Bloomfield Pickleball 4.5 Open,Completed,42,Bloomfield,CT,"Aug 24, 2024",2024-08-24,False,False
Bulldog Pickleball $1000 MONEYBALL,Completed,48,Fresno,CA,"Aug 24, 2024",2024-08-24,False,False
Fridley Summer Tournament Series-3.5-4 and 4+ DUPR Coed Doubles,Completed,25,Fridley,MN,"Aug 24, 2024",2024-08-24,False,False
August Beat the Heat,Completed,148,Fredericksburg,VA,"Aug 24, 2024",2024-08-24,False,False
The 2024 Louisiana State Games,Completed,84,Monroe,LA,"Aug 24, 2024",2024-08-24,False,False
The Big Dill Pickleball Tournament,Completed,40,Pinedale,WY,"Aug 24, 2024",2024-08-24,False,False
Back2School Scramble,Completed,16,Graniteville,SC,"Aug 24, 2024",2024-08-24,False,False
Life Time Greenway Summer Showdown,Completed,76,Houston,TX,"Aug 24, 2024",2024-08-24,False,False
Summer Paddle Battle,Completed,132,Alexandria,MN,"Aug 24, 2024",2024-08-24,False,False
"""Summer Fun """"Out of the Sun"""" Tournament""",Completed,197,Austin,TX,"Aug 24, 2024",2024-08-24,False,False
Milwaukee Brew Crew Bash Rd Robin,Completed,3,Greendale,WI,"Aug 24, 2024",2024-08-24,False,False
"""Kearney MLP Shootout 2 days Social, Intermediate, Comp, Super Comp w/$1000 Prize Money""",Completed,52,Kearney,MO,"Aug 24, 2024",2024-08-24,False,False
Crazy Ape Challenge @ DINKERS PICKLEBALL CLUB,Completed,253,DENTON,TX,"Aug 24, 2024",2024-08-24,True,False
Glisson Charity Pickleball Tournament,Completed,114,Dahlonega,GA,"Aug 24, 2024",2024-08-24,False,False
Fun at Fenway,Completed,76,Forest Lake,MN,"Aug 24, 2024",2024-08-24,False,False
2024 DC DPR Pickleball Challenge and Senior Games - NSGA and UPSC Qualifier,Completed,262,Washington,DC,"Aug 24, 2024",2024-08-24,True,False
New London Hills Pickleball Tournament,Completed,25,Hamilton,OH,"Aug 24, 2024",2024-08-24,False,False
Midsummer Indoor Dinkfest at More Than Pickleball,Completed,105,Buford,GA,"Aug 24, 2024",2024-08-24,False,False
Survivor Pickleball Tournament 2024,Completed,25,Lafayette,IN,"Aug 24, 2024",2024-08-24,False,False
Beat the Heat at THE PICKLEBALL CLUB SLW,Completed,178,Port St.Lucie,FL,"Aug 24, 2024",2024-08-24,False,False
PADDLE BATTLE,Completed,70,ST. MARYS,OH,"Aug 24, 2024",2024-08-24,False,False
Samson Summer Pickleball Slam,Completed,63,Stonecrest,GA,"Aug 24, 2024",2024-08-24,False,False
Sira Pickleball Classic,Completed,97,Alachua,FL,"Aug 24, 2024",2024-08-24,False,False
Hausbeck Pickles & Peppers Open,Completed,51,Saginaw,MI,"Aug 24, 2024",2024-08-24,False,False
Dink Minor League Pickleball @Rome Indoor Tennis Center,Completed,88,Rome,GA,"Aug 24, 2024",2024-08-24,False,False
Missouri City August Open,Completed,75,Missouri City,TX,"Aug 23, 2024",2024-08-23,False,False
Life Time Kingwood Tournament,Completed,162,Atascocita,TX,"Aug 23, 2024",2024-08-23,False,False
Tupelo Pickleball Championship,Completed,172,Tupelo,MS,"Aug 23, 2024",2024-08-23,False,False
Avera-Sounds of Summer pickleball tournament,Completed,62,Marshall,MN,"Aug 23, 2024",2024-08-23,False,False
Legacy Paddle Battle -Men's 3.5 and above Round Robin - Prize Money Payout!,Completed,13,Brighton,MI,"Aug 23, 2024",2024-08-23,False,False
Bel Air Classic,Completed,305,Bel Air,MD,"Aug 23, 2024",2024-08-23,True,False
Perkins Park Grand Re-opening,Completed,62,Burlington,IA,"Aug 23, 2024",2024-08-23,False,False
Clear Lake Pickleball Summer Sizzler Presented by Raymond James,Completed,83,Clear Lake,IA,"Aug 23, 2024",2024-08-23,False,False
End of Summer Smash at Proshot Pickleball,Completed,248,Egg Harbor Township,NJ,"Aug 23, 2024",2024-08-23,False,False
End of Summer Bash @ ETC by PIG,Completed,205,Kirkland,WA,"Aug 23, 2024",2024-08-23,False,False
Sizzlin Summer Showdown,Completed,148,Lacey,WA,"Aug 23, 2024",2024-08-23,False,False
2024 Edward Jones Rally In The Valley * Hosted by Albany Pickleball Club and Shane Denning,Completed,151,Albany,OR,"Aug 23, 2024",2024-08-23,False,False
2024 San Diego Senior Games,Completed,244,Oceanside,CA,"Aug 23, 2024",2024-08-23,False,False
2024 OREGON STATE CHAMPIONSHIP - UPASC BY PIG,Completed,102,REDMOND,OR,"Aug 23, 2024",2024-08-23,False,False
2024 NEW MEXICO STATE CHAMPIONSHIP - UPSC BY PIG,Completed,82,Albuquerque,NM,"Aug 23, 2024",2024-08-23,False,False
2024 Arkansas Senior Olympics (50+) and Senior Wannabees (49 And Under),Completed,454,Cabot,AR,"Aug 23, 2024",2024-08-23,True,False
2024 Idaho Senior Games Pickleball,Completed,265,Boise,ID,"Aug 23, 2024",2024-08-23,True,False
The Prescott Lakes Senior Tournament 2024,Completed,176,Prescott,AZ,"Aug 23, 2024",2024-08-23,False,False
NP Mile High Classic Powered by Onix,Completed,130,Arvada,CO,"Aug 23, 2024",2024-08-23,False,False
Charity Tournament for Torch Run,Completed,107,Glendale,AZ,"Aug 23, 2024",2024-08-23,False,False
Royal Oak Classic Pickleball Tournament,Completed,186,Royal Oak,MI,"Aug 23, 2024",2024-08-23,False,False
The Greens Pickleball OPEN,Completed,25,Oklahoma City,OK,"Aug 23, 2024",2024-08-23,False,False
2024 Michigan State Pickleball Championships,Completed,443,Grand Rapids,MI,"Aug 23, 2024",2024-08-23,True,False
4th Annual Beat The Heat Tournament at Pickleballerz,Completed,204,Chantilly,VA,"Aug 23, 2024",2024-08-23,False,False
Pickleball Showdown at Dill Dinkers Lansdale,Completed,25,Landsdale,PA,"Aug 23, 2024",2024-08-23,False,False
World Pickleball Tour Knoxville Challenger,Completed,64,Louisville,TN,"Aug 23, 2024",2024-08-23,False,False
Pickleball Showdown at Pickleball Harbor,Completed,59,Murrysville,PA,"Aug 23, 2024",2024-08-23,False,False
2024 Delaware Senior Olympics,Completed,305,Dover,DE,"Aug 22, 2024",2024-08-22,True,False
Singles Mid-Week Moneyball,Completed,38,NYC,NY,"Aug 21, 2024",2024-08-21,False,False
PPA Tour: Picklr Utah Open,Completed,1070,Salt Lake City,UT,"Aug 21, 2024",2024-08-21,True,True
Dropshot Pickleball Summer Tournament,Completed,70,Shakopee,MN,"Aug 19, 2024",2024-08-19,False,False
Crossroads Foundation Motown Magic,Completed,31,Homewood,IL,"Aug 17, 2024",2024-08-17,False,False
5th Annual Paddle at the Beach,Completed,107,Lincoln City,OR,"Aug 17, 2024",2024-08-17,False,False
The South City Summer Classic,Completed,127,South San Francisco,CA,"Aug 17, 2024",2024-08-17,False,False
Youngstown Pickle Palooza Pickleball Tournament,Completed,2,Youngstown,OH,"Aug 17, 2024",2024-08-17,False,False
$ummer $izzle Cash Tournament!,Completed,314,Glendale,AZ,"Aug 17, 2024",2024-08-17,True,False
2nd Annual Covington Summer Slam Pickleball by PIG,Completed,196,Covington,WA,"Aug 17, 2024",2024-08-17,False,False
Incline Pickleball Open Tournament,Completed,340,Incline Village,NV,"Aug 17, 2024",2024-08-17,True,False
2024 Lentil Festival - Circles of Caring Pickleball Tournament,Completed,105,Pullman,WA,"Aug 17, 2024",2024-08-17,False,False
World of Pickleball - Chicago,Completed,185,Naperville,IL,"Aug 17, 2024",2024-08-17,False,False
2024 Four Seasons Summer Slam by PIG,Completed,26,Sherman,TX,"Aug 17, 2024",2024-08-17,False,False
Ace for Education,Completed,85,Princeton,IN,"Aug 17, 2024",2024-08-17,False,False
On Court Adventures 1 Day Mixed Doubles Tournament at Gene Autry,Completed,28,Mesa,AZ,"Aug 17, 2024",2024-08-17,False,False
Project Ebenezer: Helping Heroes Pickleball Tournament,Completed,133,Winona Lake,IN,"Aug 17, 2024",2024-08-17,False,False
Igniting Hope for the Homeless Fundraiser Tournament,Completed,183,Macon - Rhythm and Rally,GA,"Aug 17, 2024",2024-08-17,False,False
7th Annual Gainesville Indoor Pickleball Showcase,Completed,140,Gainesville,FL,"Aug 16, 2024",2024-08-16,False,False
The Alliance Cup at Life Time Ft Worth,Completed,44,Fort Worth,TX,"Aug 17, 2024",2024-08-17,False,False
Pickling for Marco,Completed,89,Winchester,KY,"Aug 17, 2024",2024-08-17,False,False
4th Annual VIPS Pickleball Classic,Completed,157,Louisville,KY,"Aug 17, 2024",2024-08-17,False,False
Great Lakes Open,Completed,165,Traverse City,MI,"Aug 17, 2024",2024-08-17,False,False
Summer Sizzle Pickleball Tournament,Completed,71,Dartmouth,MA,"Aug 17, 2024",2024-08-17,False,False
ESPA Finale,Completed,40,Worcester,MD,"Aug 17, 2024",2024-08-17,False,False
Baroody Project Pickleball Tournament,Completed,39,Falls Church,VA,"Aug 17, 2024",2024-08-17,False,False
SoCal Battle Royal- 009 Ventura County-The Ultimate Amateur MLP Team Experience - Almost Full,Completed,92,Simi Valley,CA,"Sep 28, 2024",2024-09-28,False,False
Life Time Loudoun Summer Shade Tournament - MLP Team & Mixed 85+ (Combined Age) Divisions,Completed,77,Sterling,VA,"Aug 16, 2024",2024-08-16,False,False
Epic PBC Tournament,Completed,299,Littleton,CO,"Aug 16, 2024",2024-08-16,True,False
PickleFEST XIV,Completed,304,East Rochester,NY,"Aug 16, 2024",2024-08-16,True,False
CBRC Health & Fitness Summer Tournament,Completed,237,Richland,WA,"Aug 16, 2024",2024-08-16,False,False
2024 Trails End Challenge by PIG,Completed,76,Oregon City,OR,"Aug 16, 2024",2024-08-16,False,False
American Pickleball Tour - Winter Haven August 2024,Completed,169,Winter Haven,FL,"Aug 16, 2024",2024-08-16,False,False
Edmonds Classic Hosted By Devin Schmidt $$$,Completed,196,Edmonds,WA,"Aug 16, 2024",2024-08-16,False,False
Camano Cup 2024,Completed,164,Camano Island,WA,"Aug 16, 2024",2024-08-16,False,False
Fiesta Mexicana YMCA Pickleball Tournament,Completed,60,Woodburn,OR,"Aug 16, 2024",2024-08-16,False,False
Baird CAPA Cup,Completed,253,McFarland,WI,"Aug 16, 2024",2024-08-16,True,False
EFFING Paddle Battle,Completed,237,Effingham,IL,"Aug 16, 2024",2024-08-16,False,False
Blue Crab Classic- Second Annual,Completed,145,Annapolis,MD,"Aug 16, 2024",2024-08-16,False,False
Fernson Presents Skip Day Summer Smash,Completed,211,Sioux Falls,SD,"Aug 16, 2024",2024-08-16,False,False
The Derby,Completed,210,Tulsa,OK,"Aug 16, 2024",2024-08-16,False,False
Making Memories Classic 2024,Completed,385,Greenwood,IN,"Aug 16, 2024",2024-08-16,True,False
Jammin for Joy 2024,Completed,356,Jasper,GA,"Aug 16, 2024",2024-08-16,True,False
2024 OHIO STATE CHAMPIONSHIP - UPSC BY PIG,Completed,163,Worthington,OH,"Aug 16, 2024",2024-08-16,False,False
World Pickleball Tour Pinehurst Challenger,Completed,69,Pinehurst,NC,"Aug 16, 2024",2024-08-16,False,False
PALA BEAT THE HEAT SUMMER SLAM presented by Houston Methodist,Completed,383,Spring,TX,"Aug 15, 2024",2024-08-15,True,False
2024 Oregon Senior Games presented by Providence Health Plan a USSP Circuit Event by PIG,Completed,361,Albany,OR,"Aug 15, 2024",2024-08-15,True,False
Battle on Beech 8,Completed,170,Beech Mountain,NC,"Aug 15, 2024",2024-08-15,False,False
Lysander Ladies Summer Scramble,Completed,32,Baldwinsville,NY,"Aug 14, 2024",2024-08-14,False,False
PPA Tour: Bristol Open,Completed,774,Bristol,TN,"Aug 14, 2024",2024-08-14,True,True
Coachella Valley Jingle Pickle Round Robin,Completed,68,Rancho Mirage,CA,"Dec 22, 2024",2024-12-22,False,False
2024 Cowtown Senior Open Series (3) - a USSP Circuit Event by PIG,Completed,185,Fort Worth,TX,"Aug 13, 2024",2024-08-13,False,False
Fridley Summer Tournament Series- 3.5-4 and 4+ DUPR Coed Singles,Completed,25,Fridley,MN,"Aug 11, 2024",2024-08-11,False,False
Pickleball & Golf Ironman Scramble,Completed,5,Lakewood,NY,"Aug 11, 2024",2024-08-11,False,False
Hope is Alive Pickleball Tournament,Completed,22,Rockwall,TX,"Aug 11, 2024",2024-08-11,False,False
Beat The Heat Pickleball Tournament,Completed,59,Box Elder,SD,"Aug 10, 2024",2024-08-10,False,False
Fridley Summer Tournament Series-2-3 and 3-3.5 DUPR Coed Doubles,Completed,25,Fridley,MN,"Aug 10, 2024",2024-08-10,False,False
Life Time Centennial Beat the Heat Series,Completed,97,Centennial,CO,"Aug 10, 2024",2024-08-10,False,False
Just Dink It! Tournament,Completed,83,Vernon Hills,IL,"Aug 10, 2024",2024-08-10,False,False
Bloomfield End of Summer Open,Completed,155,Bloomfield,CT,"Aug 10, 2024",2024-08-10,False,False
Life Time Galleria August Doubles Tournament,Completed,78,Houston,TX,"Aug 10, 2024",2024-08-10,False,False
"""FCA, Northwest, KY, Presented by Advanced Center for Orthopedics & Sports Medicine""",Completed,104,Owensboro,KY,"Aug 10, 2024",2024-08-10,False,False
2024 Cleveland Pickleball Classic,Completed,63,Avon Lake,OH,"Aug 10, 2024",2024-08-10,False,False
Paddle by the Bay American Red Cross Pickleball Tournament,Completed,29,Kilmarnock,VA,"Aug 10, 2024",2024-08-10,False,False
2024 Reynoldsburg Tomato Festival Pickleball Smash,Completed,125,Reynoldsburg,OH,"Aug 10, 2024",2024-08-10,False,False
Surface Experts Pickleball Tournament Benefiting CGHS Boys Tennis,Completed,122,Bargersville,IN,"Aug 10, 2024",2024-08-10,False,False
Michiana Midwest Classic 2024,Completed,185,Mishawaka,IN,"Aug 10, 2024",2024-08-10,False,False
Dink Game Event,Completed,25,Hammond,LA,"Aug 10, 2024",2024-08-10,False,False
Midnight Heist - Singles,Completed,68,St George,UT,"Aug 10, 2024",2024-08-10,False,False
Beat The Heat,Completed,81,Fresno,CA,"Aug 10, 2024",2024-08-10,False,False
Ohio Senior Pickleball Classic provided by Ohio Social Sports,Completed,72,Lexington,OH,"Aug 9, 2024",2024-08-09,False,False
2024 Summer Sizzler Pickleball Tournament,Completed,65,Albert Lea,MN,"Aug 9, 2024",2024-08-09,False,False
Beat the Heat Macon presented by Phillips Chiropractic,Completed,612,Macon - Rhythm & Rally,GA,"Aug 9, 2024",2024-08-09,True,False
KCM 2024 Summer Open -UPA World Championships Qualifier,Completed,200,Medfield,MA,"Aug 9, 2024",2024-08-09,False,False
2024 Jumbo's Pickleball by PIG,Completed,89,Beaverton,OR,"Aug 9, 2024",2024-08-09,False,False
Crown of the Continent - A USSP Circuit Event Skill Brackets for under 49 also available!,Completed,299,Bigfork,MT,"Aug 9, 2024",2024-08-09,True,False
Texas Pickleball Y'all: Presented by Zero Zero Fun - Indoor Tournament in Bastrop near Austin,Completed,303,Bastrop,TX,"Aug 9, 2024",2024-08-09,True,False
Creekside Sourwood Pickleball Tournament,Completed,66,Black Mountain,NC,"Aug 9, 2024",2024-08-09,False,False
2024 Michigan Senior Olympic Summer Games --,Completed,258,Rochester Hills,MI,"Aug 9, 2024",2024-08-09,True,False
LBI Pickleball at the Beach Tournament 2024,Completed,215,Beach Haven,NJ,"Aug 9, 2024",2024-08-09,False,False
2024 NH Senior Games,Completed,388,Derry,NH,"Aug 9, 2024",2024-08-09,True,False
#pickleMS & Feed the Children,Completed,84,Green Cove Springs,FL,"Aug 9, 2024",2024-08-09,False,False
National Pickleball Day,Completed,39,Tampa,FL,"Aug 8, 2024",2024-08-08,False,False
National Pickleball Day Tournament!,Completed,8,Lawrenceville,GA,"Aug 8, 2024",2024-08-08,False,False
The NOLA Pickle Fest 2024,Completed,479,New Orleans,LA,"Aug 8, 2024",2024-08-08,True,False
